A_time,B_time,A_time_numeric,B_time_numeric
1970-01-01 00:00:52.105834533,1970-01-01 00:00:28.476866578,52,28
1970-01-01 00:01:18.161390525,1970-01-01 00:00:06.533141500,78,6
1970-01-01 00:01:23.604912928,1970-01-01 00:00:07.077102008,83,7
1970-01-01 00:01:35.632029107,1970-01-01 00:00:13.725677937,95,13
1970-01-01 00:01:31.770358400,1970-01-01 00:01:01.881530914,91,61
1970-01-01 00:00:35.670624392,1970-01-01 00:00:19.481367445,35,19
1970-01-01 00:00:30.160756547,1970-01-01 00:00:09.657322453,30,9
1970-01-01 00:01:25.058026372,1970-01-01 00:00:44.625269984,85,44
1970-01-01 00:01:06.134048646,1970-01-01 00:00:17.682893118,66,17
1970-01-01 00:00:25.980021920,1970-01-01 00:00:20.108679531,25,20
1970-01-01 00:00:45.879045304,1970-01-01 00:00:03.267153820,45,3
1970-01-01 00:01:14.235849070,1970-01-01 00:00:08.476138626,74,8
1970-01-01 00:00:58.477524872,1970-01-01 00:00:50.839793299,58,50
1970-01-01 00:01:35.683319903,1970-01-01 00:00:20.204627476,95,20
1970-01-01 00:01:05.464216075,1970-01-01 00:00:16.010634439,65,16
1970-01-01 00:01:13.480521193,1970-01-01 00:00:11.471189271,73,11
1970-01-01 00:00:45.746207782,1970-01-01 00:00:24.157502264,45,24
1970-01-01 00:01:12.872140680,1970-01-01 00:00:16.504539304,72,16
1970-01-01 00:00:56.813082312,1970-01-01 00:00:17.080102560,56,17
1970-01-01 00:01:38.094850501,1970-01-01 00:01:29.739167900,98,89
1970-01-01 00:01:39.750228613,1970-01-01 00:01:17.540465402,99,77
1970-01-01 00:01:23.505722342,1970-01-01 00:00:10.803526104,83,10
1970-01-01 00:00:31.003880532,1970-01-01 00:00:18.687740191,31,18
1970-01-01 00:01:38.538504289,1970-01-01 00:01:14.912955644,98,74
1970-01-01 00:01:33.366211758,1970-01-01 00:01:11.108413720,93,71
1970-01-01 00:01:26.483623536,1970-01-01 00:01:23.521561421,86,83
1970-01-01 00:01:18.070059919,1970-01-01 00:00:09.505479142,78,9
1970-01-01 00:01:07.794771698,1970-01-01 00:00:03.038443448,67,3
1970-01-01 00:01:34.403249099,1970-01-01 00:00:18.949994695,94,18
1970-01-01 00:01:16.536561716,1970-01-01 00:00:42.425674218,76,42
1970-01-01 00:00:43.007841232,1970-01-01 00:00:04.113004277,43,4
1970-01-01 00:00:24.359683128,1970-01-01 00:00:17.416048805,24,17
1970-01-01 00:00:30.782372382,1970-01-01 00:00:20.541621056,30,20
1970-01-01 00:01:06.685762273,1970-01-01 00:01:01.297706046,66,61
1970-01-01 00:01:11.713797742,1970-01-01 00:00:49.634398723,71,49
1970-01-01 00:01:11.131336999,1970-01-01 00:00:02.084496870,71,2
1970-01-01 00:01:12.400759176,1970-01-01 00:00:53.328115784,72,53
1970-01-01 00:01:10.283172238,1970-01-01 00:00:40.534931118,70,40
1970-01-01 00:01:16.542230597,1970-01-01 00:00:50.926327431,76,50
1970-01-01 00:00:52.577925331,1970-01-01 00:00:04.361390769,52,4
1970-01-01 00:01:03.592300682,1970-01-01 00:00:53.875918287,63,53
1970-01-01 00:01:19.873656589,1970-01-01 00:00:50.135384617,79,50
1970-01-01 00:01:02.131301484,1970-01-01 00:00:32.197856381,62,32
1970-01-01 00:01:31.584185460,1970-01-01 00:00:40.327320830,91,40
1970-01-01 00:01:23.623649987,1970-01-01 00:00:22.763141746,83,22
1970-01-01 00:01:02.475107508,1970-01-01 00:00:07.326746389,62,7
1970-01-01 00:00:52.924955136,1970-01-01 00:00:21.562924382,52,21
1970-01-01 00:00:07.329284533,1970-01-01 00:00:01.104267335,7,1
1970-01-01 00:01:08.487129226,1970-01-01 00:00:40.869078463,68,40
1970-01-01 00:01:16.368077607,1970-01-01 00:00:17.922056453,76,17
1970-01-01 00:01:10.649018157,1970-01-01 00:00:09.747389722,70,9
1970-01-01 00:00:31.288015626,1970-01-01 00:00:27.951942274,31,27
1970-01-01 00:01:30.493154127,1970-01-01 00:01:14.001404159,90,74
1970-01-01 00:00:51.726624321,1970-01-01 00:00:27.548750473,51,27
1970-01-01 00:01:31.141110809,1970-01-01 00:01:05.219797057,91,65
1970-01-01 00:01:15.696615057,1970-01-01 00:01:08.711271407,75,68
1970-01-01 00:01:08.230274660,1970-01-01 00:00:08.796929320,68,8
1970-01-01 00:01:39.174496488,1970-01-01 00:01:12.028757430,99,72
1970-01-01 00:01:38.958229612,1970-01-01 00:00:21.467179533,98,21
1970-01-01 00:01:01.308323567,1970-01-01 00:00:30.237059166,61,30
1970-01-01 00:01:14.685629279,1970-01-01 00:00:14.748112097,74,14
1970-01-01 00:00:20.142186838,1970-01-01 00:00:09.978443822,20,9
1970-01-01 00:01:18.293162011,1970-01-01 00:01:05.173622299,78,65
1970-01-01 00:01:36.409395480,1970-01-01 00:00:23.988827136,96,23
1970-01-01 00:00:58.397929322,1970-01-01 00:00:24.703986208,58,24
1970-01-01 00:00:35.474797184,1970-01-01 00:00:29.465402648,35,29
1970-01-01 00:01:13.091720949,1970-01-01 00:00:55.848309141,73,55
1970-01-01 00:00:54.935702485,1970-01-01 00:00:31.809645473,54,31
1970-01-01 00:00:56.708729361,1970-01-01 00:00:21.863712295,56,21
1970-01-01 00:01:26.114130538,1970-01-01 00:00:01.139310392,86,1
1970-01-01 00:00:43.198569340,1970-01-01 00:00:04.397726521,43,4
1970-01-01 00:01:07.013710022,1970-01-01 00:01:02.566676762,67,62
1970-01-01 00:00:20.588295790,1970-01-01 00:00:04.202393185,20,4
1970-01-01 00:01:30.661779872,1970-01-01 00:00:45.119253193,90,45
1970-01-01 00:01:09.963595032,1970-01-01 00:00:47.880653821,69,47
1970-01-01 00:01:10.433225849,1970-01-01 00:00:34.563966732,70,34
1970-01-01 00:00:33.655440654,1970-01-01 00:00:12.129867648,33,12
1970-01-01 00:00:56.075587254,1970-01-01 00:00:54.305800472,56,54
1970-01-01 00:00:49.404238240,1970-01-01 00:00:07.199753772,49,7
1970-01-01 00:01:05.002620864,1970-01-01 00:01:03.580945128,65,63
1970-01-01 00:01:35.332775716,1970-01-01 00:00:46.650388676,95,46
1970-01-01 00:01:01.193570663,1970-01-01 00:00:11.335053347,61,11
1970-01-01 00:01:08.323293875,1970-01-01 00:00:41.818794548,68,41
1970-01-01 00:01:01.813426336,1970-01-01 00:00:23.919541295,61,23
1970-01-01 00:01:37.829833396,1970-01-01 00:00:34.533187720,97,34
1970-01-01 00:01:25.130982993,1970-01-01 00:00:59.320916816,85,59
1970-01-01 00:01:37.452703910,1970-01-01 00:01:34.762555517,97,94
1970-01-01 00:01:23.303831584,1970-01-01 00:01:06.512506832,83,66
1970-01-01 00:00:34.454398160,1970-01-01 00:00:29.896905542,34,29
1970-01-01 00:01:33.134395090,1970-01-01 00:01:02.705752967,93,62
1970-01-01 00:00:51.907882873,1970-01-01 00:00:23.764978040,51,23
1970-01-01 00:00:35.156915555,1970-01-01 00:00:10.690843890,35,10
1970-01-01 00:01:04.511980059,1970-01-01 00:00:21.717009680,64,21
1970-01-01 00:00:55.311366093,1970-01-01 00:00:16.057888357,55,16
1970-01-01 00:00:35.188113174,1970-01-01 00:00:24.401856335,35,24
1970-01-01 00:01:08.864901346,1970-01-01 00:00:41.106960623,68,41
1970-01-01 00:00:34.383579893,1970-01-01 00:00:13.864071598,34,13
1970-01-01 00:01:33.727727102,1970-01-01 00:01:33.291875021,93,93
1970-01-01 00:00:50.239223704,1970-01-01 00:00:04.979339687,50,4
1970-01-01 00:01:09.928588544,1970-01-01 00:00:11.416783508,69,11
1970-01-01 00:00:36.599810228,1970-01-01 00:00:12.317980425,36,12
1970-01-01 00:01:23.343360485,1970-01-01 00:00:15.222777200,83,15
1970-01-01 00:00:17.959276567,1970-01-01 00:00:02.755842441,17,2
1970-01-01 00:01:36.931478007,1970-01-01 00:00:44.051053845,96,44
1970-01-01 00:01:13.900155934,1970-01-01 00:00:13.327567767,73,13
1970-01-01 00:00:38.167180420,1970-01-01 00:00:31.530629084,38,31
1970-01-01 00:01:09.558244507,1970-01-01 00:00:25.379384782,69,25
1970-01-01 00:01:01.387078375,1970-01-01 00:00:13.815276646,61,13
1970-01-01 00:01:00.279094656,1970-01-01 00:00:25.945519474,60,25
1970-01-01 00:00:26.356594185,1970-01-01 00:00:25.938023679,26,25
1970-01-01 00:00:58.030694177,1970-01-01 00:00:17.962616045,58,17
1970-01-01 00:00:29.053934925,1970-01-01 00:00:04.481186894,29,4
1970-01-01 00:01:38.952403752,1970-01-01 00:00:53.521040750,98,53
1970-01-01 00:00:32.324537937,1970-01-01 00:00:31.547764389,32,31
1970-01-01 00:01:31.403862691,1970-01-01 00:01:23.493798477,91,83
1970-01-01 00:01:28.650372948,1970-01-01 00:00:04.047287173,88,4
1970-01-01 00:01:26.661519244,1970-01-01 00:00:13.356361594,86,13
1970-01-01 00:00:59.906784168,1970-01-01 00:00:43.318151374,59,43
1970-01-01 00:00:31.429016375,1970-01-01 00:00:22.199422358,31,22
1970-01-01 00:01:06.040563848,1970-01-01 00:00:15.467527263,66,15
1970-01-01 00:01:39.161040219,1970-01-01 00:00:59.588983513,99,59
1970-01-01 00:01:15.143929280,1970-01-01 00:01:10.481038578,75,70
1970-01-01 00:01:20.694871095,1970-01-01 00:01:00.475163875,80,60
1970-01-01 00:01:11.051278067,1970-01-01 00:00:26.790979819,71,26
1970-01-01 00:00:33.635641154,1970-01-01 00:00:12.059059039,33,12
1970-01-01 00:01:05.344113019,1970-01-01 00:00:32.417872169,65,32
1970-01-01 00:01:09.745405963,1970-01-01 00:00:05.553989547,69,5
1970-01-01 00:01:29.633564939,1970-01-01 00:01:10.360462291,89,70
1970-01-01 00:00:12.041726770,1970-01-01 00:00:07.710293943,12,7
1970-01-01 00:01:38.258240609,1970-01-01 00:01:31.521055708,98,91
1970-01-01 00:00:38.449947450,1970-01-01 00:00:07.841359669,38,7
1970-01-01 00:01:32.530866299,1970-01-01 00:00:51.161259026,92,51
1970-01-01 00:00:25.977504940,1970-01-01 00:00:08.115715737,25,8
1970-01-01 00:00:56.606132428,1970-01-01 00:00:35.697875523,56,35
1970-01-01 00:00:55.503633715,1970-01-01 00:00:18.175098011,55,18
1970-01-01 00:01:14.157366457,1970-01-01 00:00:33.845241765,74,33
1970-01-01 00:00:46.823021746,1970-01-01 00:00:25.155518022,46,25
1970-01-01 00:00:46.994002439,1970-01-01 00:00:11.917987475,46,11
1970-01-01 00:01:16.679626996,1970-01-01 00:00:20.876670490,76,20
1970-01-01 00:01:21.253965339,1970-01-01 00:00:34.490761195,81,34
1970-01-01 00:01:19.009379175,1970-01-01 00:00:59.012236927,79,59
1970-01-01 00:00:41.347858788,1970-01-01 00:00:04.819642731,41,4
1970-01-01 00:01:19.736438879,1970-01-01 00:00:56.423263639,79,56
1970-01-01 00:01:03.337145125,1970-01-01 00:00:45.898182088,63,45
1970-01-01 00:00:51.231385837,1970-01-01 00:00:20.204630710,51,20
1970-01-01 00:00:25.979433102,1970-01-01 00:00:09.956519877,25,9
1970-01-01 00:00:59.399435356,1970-01-01 00:00:24.036322293,59,24
1970-01-01 00:01:03.854010252,1970-01-01 00:00:23.869908140,63,23
1970-01-01 00:00:23.157584842,1970-01-01 00:00:05.333011232,23,5
1970-01-01 00:01:21.482205466,1970-01-01 00:00:17.327274033,81,17
1970-01-01 00:01:30.082821453,1970-01-01 00:00:02.152691627,90,2
1970-01-01 00:01:05.891730522,1970-01-01 00:00:53.288463003,65,53
1970-01-01 00:01:33.405912448,1970-01-01 00:01:06.506820352,93,66
1970-01-01 00:01:27.968997201,1970-01-01 00:01:18.279981460,87,78
1970-01-01 00:00:59.194245203,1970-01-01 00:00:37.048500454,59,37
1970-01-01 00:01:25.172740664,1970-01-01 00:00:53.838032927,85,53
1970-01-01 00:00:59.198095042,1970-01-01 00:00:18.042452022,59,18
1970-01-01 00:01:24.174936991,1970-01-01 00:01:24.168265955,84,84
1970-01-01 00:01:06.126636914,1970-01-01 00:00:32.386788728,66,32
1970-01-01 00:00:54.317554281,1970-01-01 00:00:04.029802092,54,4
1970-01-01 00:00:28.524381992,1970-01-01 00:00:20.503058566,28,20
1970-01-01 00:01:31.824144982,1970-01-01 00:00:27.571134534,91,27
1970-01-01 00:01:28.048218392,1970-01-01 00:00:18.936245648,88,18
1970-01-01 00:00:41.441748151,1970-01-01 00:00:40.696761477,41,40
1970-01-01 00:01:29.922802448,1970-01-01 00:01:02.672625431,89,62
1970-01-01 00:01:09.173170060,1970-01-01 00:00:10.457725773,69,10
1970-01-01 00:01:16.507234951,1970-01-01 00:00:55.571957141,76,55
1970-01-01 00:00:22.906695497,1970-01-01 00:00:02.725753714,22,2
1970-01-01 00:00:45.696285266,1970-01-01 00:00:11.511158493,45,11
1970-01-01 00:01:35.268325221,1970-01-01 00:00:01.701915841,95,1
1970-01-01 00:00:45.243220996,1970-01-01 00:00:14.711679883,45,14
1970-01-01 00:01:24.966465165,1970-01-01 00:00:32.947572001,84,32
1970-01-01 00:00:48.524797397,1970-01-01 00:00:06.693919203,48,6
1970-01-01 00:01:12.619342822,1970-01-01 00:00:59.290894208,72,59
1970-01-01 00:00:42.869526486,1970-01-01 00:00:31.310788963,42,31
1970-01-01 00:00:46.468348079,1970-01-01 00:00:04.114034753,46,4
1970-01-01 00:00:29.875127417,1970-01-01 00:00:02.307244540,29,2
1970-01-01 00:01:38.308519803,1970-01-01 00:00:04.506473265,98,4
1970-01-01 00:01:19.604684994,1970-01-01 00:00:52.999878679,79,52
1970-01-01 00:00:35.253886750,1970-01-01 00:00:03.463476635,35,3
1970-01-01 00:01:37.599553022,1970-01-01 00:00:53.866393465,97,53
1970-01-01 00:00:30.966861340,1970-01-01 00:00:20.355590005,30,20
1970-01-01 00:00:51.071013119,1970-01-01 00:00:31.090439078,51,31
1970-01-01 00:00:46.774740893,1970-01-01 00:00:18.277337097,46,18
1970-01-01 00:00:53.113507557,1970-01-01 00:00:42.356162356,53,42
1970-01-01 00:01:36.280911683,1970-01-01 00:01:26.617510059,96,86
1970-01-01 00:01:07.320794218,1970-01-01 00:00:03.681341553,67,3
1970-01-01 00:00:42.030192041,1970-01-01 00:00:08.015234657,42,8
1970-01-01 00:00:42.909344194,1970-01-01 00:00:11.545470256,42,11
1970-01-01 00:01:23.023716244,1970-01-01 00:00:48.656681473,83,48
1970-01-01 00:01:37.668214675,1970-01-01 00:00:26.686971114,97,26
1970-01-01 00:01:29.545112785,1970-01-01 00:00:20.044018517,89,20
1970-01-01 00:01:33.131345611,1970-01-01 00:00:45.024911439,93,45
1970-01-01 00:01:28.375068706,1970-01-01 00:00:38.732284562,88,38
1970-01-01 00:01:34.191235742,1970-01-01 00:01:33.766089445,94,93
1970-01-01 00:01:12.384500812,1970-01-01 00:00:46.967410491,72,46
1970-01-01 00:00:47.661332417,1970-01-01 00:00:30.855188932,47,30
1970-01-01 00:01:18.838443624,1970-01-01 00:00:08.419971650,78,8
1970-01-01 00:01:01.601033263,1970-01-01 00:00:59.350706829,61,59
1970-01-01 00:00:18.569003580,1970-01-01 00:00:11.542277506,18,11
1970-01-01 00:01:10.959349709,1970-01-01 00:00:38.926207492,70,38
1970-01-01 00:00:51.111500949,1970-01-01 00:00:20.078721325,51,20
1970-01-01 00:00:13.662243223,1970-01-01 00:00:02.029746213,13,2
1970-01-01 00:01:04.396410469,1970-01-01 00:00:55.916760118,64,55
1970-01-01 00:01:05.997065599,1970-01-01 00:00:59.132110361,65,59
1970-01-01 00:01:31.978361098,1970-01-01 00:00:42.966829604,91,42
1970-01-01 00:01:05.093009109,1970-01-01 00:00:50.709297530,65,50
1970-01-01 00:01:20.217033211,1970-01-01 00:00:47.791149172,80,47
1970-01-01 00:01:30.584796078,1970-01-01 00:00:59.623641463,90,59
1970-01-01 00:01:25.876752605,1970-01-01 00:01:12.583890930,85,72
1970-01-01 00:00:51.846202883,1970-01-01 00:00:50.712912724,51,50
1970-01-01 00:01:06.545422871,1970-01-01 00:00:45.337399351,66,45
1970-01-01 00:00:32.935340395,1970-01-01 00:00:24.999905226,32,24
1970-01-01 00:00:53.258695554,1970-01-01 00:00:18.057188334,53,18
1970-01-01 00:00:55.898363958,1970-01-01 00:00:14.143369385,55,14
1970-01-01 00:01:30.965145852,1970-01-01 00:01:26.028492409,90,86
1970-01-01 00:01:26.379898826,1970-01-01 00:01:18.431246214,86,78
1970-01-01 00:00:43.835366925,1970-01-01 00:00:31.693858926,43,31
1970-01-01 00:01:22.691651314,1970-01-01 00:00:59.985405521,82,59
1970-01-01 00:01:38.054860571,1970-01-01 00:00:40.001860952,98,40
1970-01-01 00:01:29.922248610,1970-01-01 00:00:21.375192866,89,21
1970-01-01 00:00:56.648452785,1970-01-01 00:00:14.939134969,56,14
1970-01-01 00:00:14.398296419,1970-01-01 00:00:01.479756986,14,1
1970-01-01 00:00:35.750393023,1970-01-01 00:00:34.665882261,35,34
1970-01-01 00:01:10.105226311,1970-01-01 00:00:38.836030233,70,38
1970-01-01 00:00:30.598832773,1970-01-01 00:00:28.597437685,30,28
1970-01-01 00:01:01.681110928,1970-01-01 00:00:13.027383190,61,13
1970-01-01 00:01:07.967540901,1970-01-01 00:00:41.541313595,67,41
1970-01-01 00:01:03.880478861,1970-01-01 00:00:28.292423518,63,28
1970-01-01 00:00:40.261796678,1970-01-01 00:00:17.411140704,40,17
1970-01-01 00:00:31.791062571,1970-01-01 00:00:03.967728640,31,3
1970-01-01 00:00:20.508454727,1970-01-01 00:00:19.819053879,20,19
1970-01-01 00:01:25.930694413,1970-01-01 00:00:36.985601078,85,36
1970-01-01 00:01:34.406925183,1970-01-01 00:01:19.383254923,94,79
1970-01-01 00:01:36.002075125,1970-01-01 00:00:52.601639358,96,52
1970-01-01 00:01:38.303274570,1970-01-01 00:00:21.352019876,98,21
1970-01-01 00:01:33.665467360,1970-01-01 00:01:01.563806823,93,61
1970-01-01 00:01:18.222244424,1970-01-01 00:00:45.790516027,78,45
1970-01-01 00:00:58.729058406,1970-01-01 00:00:18.448579579,58,18
1970-01-01 00:01:36.382420712,1970-01-01 00:00:50.735981010,96,50
1970-01-01 00:01:03.535324618,1970-01-01 00:00:01.955180619,63,1
1970-01-01 00:01:13.453059284,1970-01-01 00:00:26.509615438,73,26
1970-01-01 00:01:37.207049723,1970-01-01 00:01:18.085596107,97,78
1970-01-01 00:01:38.892239953,1970-01-01 00:00:29.677282087,98,29
1970-01-01 00:00:58.935262222,1970-01-01 00:00:18.434810989,58,18
1970-01-01 00:00:50.178486100,1970-01-01 00:00:12.834073642,50,12
1970-01-01 00:01:31.869804997,1970-01-01 00:01:09.967709178,91,69
1970-01-01 00:01:39.770483551,1970-01-01 00:00:05.205896255,99,5
1970-01-01 00:01:11.033997306,1970-01-01 00:00:12.203436142,71,12
1970-01-01 00:01:38.487158189,1970-01-01 00:01:05.905547407,98,65
1970-01-01 00:00:55.739718467,1970-01-01 00:00:48.650800608,55,48
1970-01-01 00:01:33.988822789,1970-01-01 00:01:19.314126016,93,79
1970-01-01 00:01:10.003585938,1970-01-01 00:00:02.478351846,70,2
1970-01-01 00:01:18.946746891,1970-01-01 00:01:06.207787342,78,66
1970-01-01 00:01:20.746396092,1970-01-01 00:00:11.171526567,80,11
1970-01-01 00:00:54.471081209,1970-01-01 00:00:42.752245656,54,42
1970-01-01 00:01:39.506483176,1970-01-01 00:01:10.277139695,99,70
1970-01-01 00:00:42.357749265,1970-01-01 00:00:03.908229359,42,3
1970-01-01 00:01:18.173216106,1970-01-01 00:00:25.872988041,78,25
1970-01-01 00:01:33.664169811,1970-01-01 00:01:18.335748828,93,78
1970-01-01 00:00:53.507789179,1970-01-01 00:00:18.984796396,53,18
1970-01-01 00:01:29.304046707,1970-01-01 00:00:23.452225637,89,23
1970-01-01 00:01:09.399666756,1970-01-01 00:00:20.344983571,69,20
1970-01-01 00:01:29.832805574,1970-01-01 00:00:42.553966639,89,42
1970-01-01 00:01:22.756863505,1970-01-01 00:01:16.189395491,82,76
1970-01-01 00:01:32.481211688,1970-01-01 00:00:40.951981432,92,40
1970-01-01 00:01:04.587062788,1970-01-01 00:00:50.458693835,64,50
1970-01-01 00:01:38.915225298,1970-01-01 00:00:18.744636719,98,18
1970-01-01 00:01:10.166149343,1970-01-01 00:01:05.172394862,70,65
1970-01-01 00:01:08.263747821,1970-01-01 00:00:30.240356697,68,30
1970-01-01 00:01:18.107372158,1970-01-01 00:01:06.644191237,78,66
1970-01-01 00:01:28.539387674,1970-01-01 00:01:02.565390282,88,62
1970-01-01 00:01:37.514693272,1970-01-01 00:01:24.046463757,97,84
1970-01-01 00:00:49.429624147,1970-01-01 00:00:01.679611488,49,1
1970-01-01 00:00:42.535099867,1970-01-01 00:00:15.627640239,42,15
1970-01-01 00:00:37.874180554,1970-01-01 00:00:17.009911468,37,17
1970-01-01 00:00:32.571014542,1970-01-01 00:00:08.003799404,32,8
1970-01-01 00:01:31.210345596,1970-01-01 00:00:51.536103679,91,51
1970-01-01 00:01:09.912702683,1970-01-01 00:01:00.179627245,69,60
1970-01-01 00:01:17.317084707,1970-01-01 00:00:44.530909462,77,44
1970-01-01 00:01:25.407145195,1970-01-01 00:00:28.672291708,85,28
1970-01-01 00:01:33.578849415,1970-01-01 00:01:29.023518798,93,89
1970-01-01 00:00:07.685311604,1970-01-01 00:00:01.985316300,7,1
1970-01-01 00:01:16.665207718,1970-01-01 00:00:34.628508771,76,34
1970-01-01 00:00:58.426156488,1970-01-01 00:00:31.911397112,58,31
1970-01-01 00:00:52.356908269,1970-01-01 00:00:47.610461417,52,47
1970-01-01 00:01:35.399237353,1970-01-01 00:01:21.731304078,95,81
1970-01-01 00:01:07.256923837,1970-01-01 00:00:32.988541982,67,32
1970-01-01 00:00:47.445773584,1970-01-01 00:00:07.633192523,47,7
1970-01-01 00:00:35.763131744,1970-01-01 00:00:23.655003017,35,23
1970-01-01 00:01:25.673225112,1970-01-01 00:01:22.555109401,85,82
1970-01-01 00:00:09.769723726,1970-01-01 00:00:09.276723447,9,9
1970-01-01 00:00:28.157258768,1970-01-01 00:00:02.264406623,28,2
1970-01-01 00:01:33.390006715,1970-01-01 00:00:19.431717257,93,19
1970-01-01 00:00:49.521979726,1970-01-01 00:00:31.949327032,49,31
1970-01-01 00:01:34.097409351,1970-01-01 00:00:52.304629073,94,52
1970-01-01 00:01:17.766317599,1970-01-01 00:00:26.876407220,77,26
1970-01-01 00:00:54.517662254,1970-01-01 00:00:44.726131816,54,44
1970-01-01 00:01:16.630671360,1970-01-01 00:00:41.395179650,76,41
1970-01-01 00:00:36.556099009,1970-01-01 00:00:15.783186275,36,15
1970-01-01 00:01:10.529880091,1970-01-01 00:00:53.798834697,70,53
1970-01-01 00:01:26.667073229,1970-01-01 00:00:07.698466960,86,7
1970-01-01 00:00:58.146505042,1970-01-01 00:00:15.985427242,58,15
1970-01-01 00:01:25.120991549,1970-01-01 00:01:23.120571195,85,83
1970-01-01 00:00:39.013842232,1970-01-01 00:00:22.733914030,39,22
1970-01-01 00:01:37.802527554,1970-01-01 00:00:22.513150999,97,22
1970-01-01 00:00:24.550275984,1970-01-01 00:00:14.357133423,24,14
1970-01-01 00:01:29.299206705,1970-01-01 00:00:31.125053744,89,31
1970-01-01 00:01:34.489694429,1970-01-01 00:01:03.419805270,94,63
1970-01-01 00:00:39.178205242,1970-01-01 00:00:20.705934851,39,20
1970-01-01 00:01:02.552686971,1970-01-01 00:00:45.674685301,62,45
1970-01-01 00:00:20.607470463,1970-01-01 00:00:10.723894507,20,10
1970-01-01 00:01:06.781886218,1970-01-01 00:00:12.693255762,66,12
1970-01-01 00:00:39.353926848,1970-01-01 00:00:05.138420893,39,5
1970-01-01 00:01:21.391171448,1970-01-01 00:00:38.349317814,81,38
1970-01-01 00:01:39.749936091,1970-01-01 00:01:27.092333086,99,87
1970-01-01 00:00:49.664117856,1970-01-01 00:00:42.347839710,49,42
